#EntrezID	Name	Score
79785	RERGL	1.000000	2
5639	PRRG2	1.000000	77
388135	C15orf59	1.000000	42
5494	PPM1A	1.000000	783
84817	TXNDC17	1.000000	1003
64116	SLC39A8	1.000000	480
64770	CCDC14	1.000000	119
149345	SHISA4	1.000000	42
152002	XXYLT1	1.000000	2
161198	CLEC14A	1.000000	3
114926	SMIM19	1.000000	429
260434	PYDC1	1.000000	4
152185	SPICE1	1.000000	33
100128822	LINC01003	1.000000	12
80306	MED28	1.000000	672
162394	SLFN5	1.000000	186
9452	ITM2A	1.000000	140
85464	SSH2	1.000000	168
57403	RAB22A	1.000000	1437
8991	SELENBP1	1.000000	379
56145	PCDHA3	1.000000	170
138311	FAM69B	1.000000	90
845	CASQ2	1.000000	152
8303	SNN	1.000000	548
83444	INO80B	1.000000	239
284370	ZNF615	1.000000	8
116150	NUS1	1.000000	425
144165	PRICKLE1	1.000000	156
84062	DTNBP1	1.000000	131
65078	RTN4R	1.000000	61
80737	VWA7	1.000000	209
7123	CLEC3B	1.000000	36
221895	JAZF1	1.000000	485
79642	ARSJ	1.000000	50
51168	MYO15A	1.000000	523
92241	RCSD1	1.000000	3
29086	BABAM1	1.000000	802
64282	PAPD5	1.000000	108
25946	ZNF385A	1.000000	79
79095	C9orf16	1.000000	1151
64792	IFT22	1.000000	57
200576	PIKFYVE	1.000000	949
57484	RNF150	1.000000	19
6948	TCN2	1.000000	131
23089	PEG10	1.000000	514
64759	TNS3	1.000000	411
2067	ERCC1	1.000000	881
23039	XPO7	1.000000	676
347862	GATD1	1.000000	30
6271	S100A1	1.000000	57
84279	PRADC1	1.000000	230
9874	TLK1	1.000000	1248
116835	HSPA12B	1.000000	12
93058	COQ10A	1.000000	25
56143	PCDHA5	1.000000	17
8527	DGKD	1.000000	166
192286	HIGD2A	1.000000	14
128218	TMEM125	1.000000	29
10285	SMNDC1	1.000000	1590
51762	RAB8B	1.000000	449
57223	PPP4R3B	1.000000	243
57708	MIER1	1.000000	645
1132	CHRM4	1.000000	27
9283	GPR37L1	1.000000	149
6988	TCTA	1.000000	263
151835	CPNE9	1.000000	3
57348	TTYH1	1.000000	140
283464	GXYLT1	1.000000	247
216	ALDH1A1	1.000000	16
11152	WDR45	1.000000	950
105	ADARB2	1.000000	311
572	BAD	1.000000	1144
57182	ANKRD50	1.000000	477
10268	RAMP3	1.000000	381
23034	SAMD4A	1.000000	432
399474	TMEM200B	1.000000	20
10234	LRRC17	1.000000	305
1351	COX8A	1.000000	1039
10485	C1orf61	1.000000	1917
23210	JMJD6	1.000000	364
80319	CXXC4	1.000000	26
7073	TIAL1	1.000000	849
22908	SACM1L	1.000000	1275
2058	EPRS	1.000000	1347
1149	CIDEA	1.000000	28
3418	IDH2	1.000000	820
1160	CKMT2	1.000000	142
347734	SLC35B2	1.000000	320
2690	GHR	1.000000	77
5192	PEX10	1.000000	430
84275	SLC25A33	1.000000	257
57447	NDRG2	1.000000	344
2261	FGFR3	1.000000	1005
1814	DRD3	1.000000	76
55152	DALRD3	1.000000	452
3552	IL1A	1.000000	194
688	KLF5	1.000000	466
50509	COL5A3	1.000000	170
23049	SMG1	1.000000	889
403314	APOBEC4	1.000000	138
56986	DTWD1	1.000000	411
94122	SYTL5	1.000000	1
1012	CDH13	1.000000	37
9127	P2RX6	1.000000	1782
6624	FSCN1	1.000000	514
55033	FKBP14	1.000000	76
6640	SNTA1	1.000000	727
10999	SLC27A4	1.000000	264
26	AOC1	1.000000	24
65094	JMJD4	1.000000	108
10400	PEMT	1.000000	391
254295	PHYHD1	1.000000	15
6320	CLEC11A	1.000000	163
3479	IGF1	1.000000	376
5878	RAB5C	1.000000	311
51693	TRAPPC2L	1.000000	848
51706	CYB5R1	1.000000	419
84458	LCOR	1.000000	187
79812	MMRN2	1.000000	294
375775	PNPLA7	1.000000	55
