#EntrezID	Name	Score
285636	C5orf51	1.000000	15
9452	ITM2A	1.000000	140
56143	PCDHA5	1.000000	17
4185	ADAM11	1.000000	949
27152	INTU	1.000000	8
1298	COL9A2	1.000000	332
84681	HINT2	1.000000	387
3658	IREB2	1.000000	192
2155	F7	1.000000	481
4289	MKLN1	1.000000	454
441869	ANKRD65	1.000000	26
9646	CTR9	1.000000	1521
11260	XPOT	1.000000	1752
66035	SLC2A11	1.000000	3
1468	SLC25A10	1.000000	622
57447	NDRG2	1.000000	344
10285	SMNDC1	1.000000	1590
284076	TTLL6	1.000000	2
5502	PPP1R1A	1.000000	320
23760	PITPNB	1.000000	968
56987	BBX	1.000000	407
246330	PELI3	1.000000	103
8476	CDC42BPA	1.000000	357
93058	COQ10A	1.000000	25
7188	TRAF5	1.000000	178
2702	GJA5	1.000000	340
388135	C15orf59	1.000000	42
124936	CYB5D2	1.000000	78
50649	ARHGEF4	1.000000	1229
390616	ANKRD34C	1.000000	93
8986	RPS6KA4	1.000000	554
66004	LYNX1	1.000000	42
64116	SLC39A8	1.000000	480
1238	ACKR2	1.000000	369
22824	HSPA4L	1.000000	200
54587	MXRA8	1.000000	738
1160	CKMT2	1.000000	142
116835	HSPA12B	1.000000	12
22847	ZNF507	1.000000	583
79873	NUDT18	1.000000	46
10100	TSPAN2	1.000000	25
5201	PFDN1	1.000000	169
30815	ST6GALNAC6	1.000000	187
116150	NUS1	1.000000	425
2558	GABRA5	1.000000	568
89958	SAPCD2	1.000000	245
23429	RYBP	1.000000	1500
1346	COX7A1	1.000000	29
10903	MTMR11	1.000000	24
11320	MGAT4A	1.000000	71
29801	ZDHHC8	1.000000	300
572	BAD	1.000000	1144
8303	SNN	1.000000	548
80737	VWA7	1.000000	209
793	CALB1	1.000000	266
151835	CPNE9	1.000000	3
84628	NTNG2	1.000000	36
22908	SACM1L	1.000000	1275
154007	SNRNP48	1.000000	24
23034	SAMD4A	1.000000	432
79071	ELOVL6	1.000000	722
23049	SMG1	1.000000	889
55787	TXLNG	1.000000	215
8482	SEMA7A	1.000000	931
1813	DRD2	1.000000	2168
9559	VPS26A	1.000000	1461
56986	DTWD1	1.000000	411
8525	DGKZ	1.000000	893
122970	ACOT4	1.000000	1
755	C21orf2	1.000000	1481
10815	CPLX1	1.000000	46
84817	TXNDC17	1.000000	1003
51308	REEP2	1.000000	321
9734	HDAC9	1.000000	35
149345	SHISA4	1.000000	42
3356	HTR2A	1.000000	1167
363	AQP6	1.000000	740
57799	RAB40C	1.000000	1161
25849	PARM1	1.000000	274
26268	FBXO9	1.000000	765
284370	ZNF615	1.000000	8
375775	PNPLA7	1.000000	55
28974	C19orf53	1.000000	784
818	CAMK2G	1.000000	1087
57530	CGN	1.000000	107
79139	DERL1	1.000000	1343
148641	SLC35F3	1.000000	14
1012	CDH13	1.000000	37
5991	RFX3	1.000000	298
391356	PTRHD1	1.000000	119
83482	SCRT1	1.000000	279
127253	TYW3	1.000000	445
79669	C3orf52	1.000000	12
10154	PLXNC1	1.000000	64
85460	ZNF518B	1.000000	104
23541	SEC14L2	1.000000	140
5605	MAP2K2	1.000000	1051
64236	PDLIM2	1.000000	460
84458	LCOR	1.000000	187
3730	ANOS1	1.000000	417
3481	IGF2	1.000000	900
2066	ERBB4	1.000000	1449
80055	PGAP1	1.000000	439
54778	RNF111	1.000000	819
80319	CXXC4	1.000000	26
25906	ANAPC15	1.000000	618
7138	TNNT1	1.000000	42
27146	FAM184B	1.000000	2
51762	RAB8B	1.000000	449
8539	API5	1.000000	1848
328	APEX1	1.000000	1533
4154	MBNL1	1.000000	1586
2987	GUK1	1.000000	745
6624	FSCN1	1.000000	514
253982	ASPHD1	1.000000	326
170463	SSBP4	1.000000	537
85378	TUBGCP6	1.000000	251
254295	PHYHD1	1.000000	15
10485	C1orf61	1.000000	1917
8831	SYNGAP1	1.000000	276
79785	RERGL	1.000000	2
6271	S100A1	1.000000	57
55152	DALRD3	1.000000	452
3557	IL1RN	1.000000	329
285220	EPHA6	1.000000	7
114294	LACTB	1.000000	186
152185	SPICE1	1.000000	33
79041	TMEM38A	1.000000	7
347862	GATD1	1.000000	30
3598	IL13RA2	1.000000	11
1774	DNASE1L1	1.000000	180
64795	RMND5A	1.000000	1028
293	SLC25A6	1.000000	871
64743	WDR13	1.000000	659
8087	FXR1	1.000000	1803
54884	RETSAT	1.000000	135
3479	IGF1	1.000000	376
3489	IGFBP6	1.000000	419
55532	SLC30A10	1.000000	13
94097	SFXN5	1.000000	61
10361	NPM2	1.000000	7
54542	RC3H2	1.000000	1019
340719	NANOS1	1.000000	400
54733	SLC35F2	1.000000	132
55663	ZNF446	1.000000	176
56147	PCDHA1	1.000000	55
56929	FEM1C	1.000000	662
10884	MRPS30	1.000000	1085
23039	XPO7	1.000000	676
256130	TMEM196	1.000000	1
92	ACVR2A	1.000000	311
387640	SKIDA1	1.000000	4
84304	NUDT22	1.000000	605
375704	ENHO	1.000000	20
1149	CIDEA	1.000000	28
64759	TNS3	1.000000	411
23089	PEG10	1.000000	514
11316	COPE	1.000000	765
54461	FBXW5	1.000000	512
55714	TENM3	1.000000	4
57223	PPP4R3B	1.000000	243
11152	WDR45	1.000000	950
56145	PCDHA3	1.000000	170
63941	NECAB3	1.000000	583
85442	KNDC1	1.000000	361
255239	ANKK1	1.000000	1
116349	EXOC3-AS1	1.000000	4
688	KLF5	1.000000	466
2673	GFPT1	1.000000	1372
55103	RALGPS2	1.000000	64
57128	LYRM4	1.000000	773
23761	PISD	1.000000	326
128439	SNHG11	1.000000	9
54989	ZNF770	1.000000	99
5144	PDE4D	1.000000	502
56245	C21orf62	1.000000	290
55728	N4BP2	1.000000	85
389677	RBM12B	1.000000	1127
50509	COL5A3	1.000000	170
85452	CFAP74	1.000000	762
6881	TAF10	1.000000	611
10146	G3BP1	1.000000	1662
10794	ZNF460	1.000000	71
116443	GRIN3A	1.000000	4
121536	AEBP2	1.000000	364
8545	CGGBP1	1.000000	812
1739	DLG1	1.000000	1345
9320	TRIP12	1.000000	1382
7073	TIAL1	1.000000	849
8001	GLRA3	1.000000	280
286336	FAM78A	1.000000	37
159371	SLC35G1	1.000000	1
50650	ARHGEF3	1.000000	489
1809	DPYSL3	1.000000	487
10268	RAMP3	1.000000	381
379	ARL4D	1.000000	150
79095	C9orf16	1.000000	1151
133746	JMY	1.000000	230
654429	LRTM2	1.000000	3
27185	DISC1	1.000000	656
8705	B3GALT4	1.000000	44
114984	FLYWCH2	1.000000	27
10023	FRAT1	1.000000	85
85465	SELENOI	1.000000	572
89932	PAPLN	1.000000	9
84279	PRADC1	1.000000	230
63905	MANBAL	1.000000	203
29086	BABAM1	1.000000	802
79836	LONRF3	1.000000	166
57403	RAB22A	1.000000	1437
51550	CINP	1.000000	114
23002	DAAM1	1.000000	662
57600	FNIP2	1.000000	181
55033	FKBP14	1.000000	76
55588	MED29	1.000000	310
56961	SHD	1.000000	4
51024	FIS1	1.000000	919
64393	ZMAT3	1.000000	95
10814	CPLX2	1.000000	289
80155	NAA15	1.000000	1005
3698	ITIH2	1.000000	382
6320	CLEC11A	1.000000	163
65078	RTN4R	1.000000	61
388341	LRRC75A	1.000000	7
56899	ANKS1B	1.000000	56
152006	RNF38	1.000000	1359
60495	HPSE2	1.000000	78
56937	PMEPA1	1.000000	99
5625	PRODH	1.000000	47
113251	LARP4	1.000000	1565
23210	JMJD6	1.000000	364
56140	PCDHA8	1.000000	72
56920	SEMA3G	1.000000	82
1814	DRD3	1.000000	76
51706	CYB5R1	1.000000	419
27324	TOX3	1.000000	168
3837	KPNB1	1.000000	1923
64762	GAREM1	1.000000	47
90203	SNX21	1.000000	89
8976	WASL	1.000000	321
57188	ADAMTSL3	1.000000	637
3192	HNRNPU	1.000000	1682
403314	APOBEC4	1.000000	138
84552	PARD6G	1.000000	15
8326	FZD9	1.000000	235
283742	FAM98B	1.000000	282
8912	CACNA1H	1.000000	842
