#EntrezID	Name	Score
6655	SOS2	1.000000	908
2317	FLNB	1.000000	486
2324	FLT4	1.000000	91
4684	NCAM1	1.000000	1082
1956	EGFR	1.000000	2254
7039	TGFA	1.000000	819
56288	PARD3	1.000000	398
8515	ITGA10	1.000000	332
83660	TLN2	1.000000	238
3897	L1CAM	1.000000	776
4624	MYH6	1.000000	3
29851	ICOS	1.000000	10
9542	NRG2	1.000000	131
3694	ITGB6	1.000000	107
3688	ITGB1	1.000000	563
1280	COL2A1	1.000000	684
5788	PTPRC	1.000000	151
84612	PARD6B	1.000000	98
10109	ARPC2	1.000000	750
4359	MPZ	1.000000	75
5175	PECAM1	1.000000	173
3105	HLA-A	1.000000	494
2932	GSK3B	1.000000	481
85464	SSH2	1.000000	168
5519	PPP2R1B	1.000000	886
5894	RAF1	1.000000	324
947	CD34	1.000000	334
137075	CLDN23	1.000000	7
6714	SRC	1.000000	613
4629	MYH11	1.000000	510
10788	IQGAP2	1.000000	118
3384	ICAM2	1.000000	101
5906	RAP1A	1.000000	827
9080	CLDN9	1.000000	663
10093	ARPC4	1.000000	405
998	CDC42	1.000000	534
1013	CDH15	1.000000	635
4478	MSN	1.000000	607
958	CD40	1.000000	104
3791	KDR	1.000000	83
3845	KRAS	1.000000	1650
284217	LAMA1	1.000000	63
10163	WASF2	1.000000	168
7409	VAV1	1.000000	58
7148	TNXB	1.000000	1371
26047	CNTNAP2	1.000000	726
200576	PIKFYVE	1.000000	949
1128	CHRM1	1.000000	8
5501	PPP1CC	1.000000	1709
7450	VWF	1.000000	69
5581	PRKCE	1.000000	1153
5908	RAP1B	1.000000	1113
9475	ROCK2	1.000000	1062
85477	SCIN	1.000000	2
10686	CLDN16	1.000000	2
3909	LAMA3	1.000000	189
6614	SIGLEC1	1.000000	184
5159	PDGFRB	1.000000	184
4301	AFDN	1.000000	312
3984	LIMK1	1.000000	540
1132	CHRM4	1.000000	27
22808	MRAS	1.000000	43
54434	SSH1	1.000000	829
572	BAD	1.000000	1144
1493	CTLA4	1.000000	16
23114	NFASC	1.000000	982
1366	CLDN7	1.000000	93
5216	PFN1	1.000000	1169
5296	PIK3R2	1.000000	877
3689	ITGB2	1.000000	165
1793	DOCK1	1.000000	473
920	CD4	1.000000	78
128239	IQGAP3	1.000000	35
64101	LRRC4	1.000000	13
51776	MAP3K20	1.000000	179
1073	CFL2	1.000000	827
5516	PPP2CB	1.000000	982
4626	MYH8	1.000000	289
2335	FN1	1.000000	483
6093	ROCK1	1.000000	1344
3134	HLA-F	1.000000	448
623	BDKRB1	1.000000	55
10451	VAV3	1.000000	146
1288	COL4A6	1.000000	618
7057	THBS1	1.000000	777
2261	FGFR3	1.000000	1005
10297	APC2	1.000000	1489
50509	COL5A3	1.000000	170
10000	AKT3	1.000000	1403
4627	MYH9	1.000000	390
1287	COL4A5	1.000000	516
382	ARF6	1.000000	782
3107	HLA-C	1.000000	530
1002	CDH4	1.000000	1003
2475	MTOR	1.000000	158
83700	JAM3	1.000000	119
8503	PIK3R3	1.000000	206
8573	CASK	1.000000	927
5579	PRKCB	1.000000	134
64098	PARVG	1.000000	10
3479	IGF1	1.000000	376
926	CD8B	1.000000	83
4897	NRCAM	1.000000	864
10152	ABI2	1.000000	722
815	CAMK2A	1.000000	1081
4633	MYL2	1.000000	46
23136	EPB41L3	1.000000	155
260425	MAGI3	1.000000	62
1398	CRK	1.000000	330
2263	FGFR2	1.000000	1384
1072	CFL1	1.000000	399
673	BRAF	1.000000	134
816	CAMK2B	1.000000	2850
25759	SHC2	1.000000	222
2277	VEGFD	1.000000	18
55970	GNG12	1.000000	480
5062	PAK2	1.000000	1376
2321	FLT1	1.000000	455
8395	PIP5K1B	1.000000	480
23308	ICOSLG	1.000000	1129
88	ACTN2	1.000000	1054
29119	CTNNA3	1.000000	214
1000	CDH2	1.000000	1002
9075	CLDN2	1.000000	1
81873	ARPC5L	1.000000	1470
3914	LAMB3	1.000000	302
28964	GIT1	1.000000	438
1399	CRKL	1.000000	772
1460	CSNK2B	1.000000	926
10095	ARPC1B	1.000000	870
55740	ENAH	1.000000	879
396	ARHGDIA	1.000000	1386
1499	CTNNB1	1.000000	100
10458	BAIAP2	1.000000	1510
3725	JUN	1.000000	671
3106	HLA-B	1.000000	672
1364	CLDN4	1.000000	179
23624	CBLC	1.000000	102
85301	COL27A1	1.000000	272
3135	HLA-G	1.000000	382
388	RHOB	1.000000	511
4267	CD99	1.000000	611
6776	STAT5A	1.000000	44
5590	PRKCZ	1.000000	412
23396	PIP5K1C	1.000000	640
54413	NLGN3	1.000000	284
7414	VCL	1.000000	606
1950	EGF	1.000000	9
3918	LAMC2	1.000000	154
7423	VEGFB	1.000000	472
92359	CRB3	1.000000	10
3985	LIMK2	1.000000	208
5879	RAC1	1.000000	797
71	ACTG1	1.000000	312
7408	VASP	1.000000	264
8735	MYH13	1.000000	101
10319	LAMC3	1.000000	79
58494	JAM2	1.000000	119
8174	MADCAM1	1.000000	769
2065	ERBB3	1.000000	1509
3682	ITGAE	1.000000	787
5747	PTK2	1.000000	1320
5329	PLAUR	1.000000	731
858	CAV2	1.000000	620
1495	CTNNA1	1.000000	1147
857	CAV1	1.000000	603
5154	PDGFA	1.000000	578
8440	NCK2	1.000000	95
5601	MAPK9	1.000000	1938
3993	LLGL2	1.000000	272
5156	PDGFRA	1.000000	1335
2149	F2R	1.000000	342
63923	TNN	1.000000	124
1457	CSNK2A1	1.000000	1030
22801	ITGA11	1.000000	39
3381	IBSP	1.000000	10
3265	HRAS	1.000000	1232
7122	CLDN5	1.000000	36
3673	ITGA2	1.000000	456
6709	SPTAN1	1.000000	1114
10094	ARPC3	1.000000	971
9076	CLDN1	1.000000	126
1286	COL4A4	1.000000	338
3133	HLA-E	1.000000	722
10666	CD226	1.000000	15
3996	LLGL1	1.000000	545
925	CD8A	1.000000	22
23562	CLDN14	1.000000	36
1301	COL11A1	1.000000	128
5520	PPP2R2A	1.000000	848
3684	ITGAM	1.000000	191
91807	MYLK3	1.000000	3
94030	LRRC4B	1.000000	40
5649	RELN	1.000000	170
2734	GLG1	1.000000	878
3480	IGF1R	1.000000	1271
22989	MYH15	1.000000	193
5609	MAP2K7	1.000000	722
817	CAMK2D	1.000000	343
4621	MYH3	1.000000	2
9863	MAGI2	1.000000	481
3672	ITGA1	1.000000	11
60	ACTB	1.000000	349
207	AKT1	1.000000	799
5583	PRKCH	1.000000	229
9019	MPZL1	1.000000	757
8976	WASL	1.000000	321
10092	ARPC5	1.000000	1172
7040	TGFB1	1.000000	1041
1293	COL6A3	1.000000	130
3127	HLA-DRB5	1.000000	93
4622	MYH4	1.000000	5
7448	VTN	1.000000	41
3690	ITGB3	1.000000	603
7410	VAV2	1.000000	416
6404	SELPLG	1.000000	250
5584	PRKCI	1.000000	794
2549	GAB1	1.000000	322
859	CAV3	1.000000	171
3695	ITGB7	1.000000	31
5602	MAPK10	1.000000	785
5290	PIK3CA	1.000000	1435
3913	LAMB2	1.000000	1050
4893	NRAS	1.000000	1015
5155	PDGFB	1.000000	1746
3910	LAMA4	1.000000	1403
2260	FGFR1	1.000000	1659
3675	ITGA3	1.000000	402
1277	COL1A1	1.000000	782
5588	PRKCQ	1.000000	51
823	CAPN1	1.000000	790
7143	TNR	1.000000	1082
2316	FLNA	1.000000	933
5518	PPP2R1A	1.000000	791
2069	EREG	1.000000	35
7058	THBS2	1.000000	158
2247	FGF2	1.000000	436
5133	PDCD1	1.000000	366
1278	COL1A2	1.000000	409
1302	COL11A2	1.000000	1723
929	CD14	1.000000	126
624	BDKRB2	1.000000	20
26999	CYFIP2	1.000000	559
4620	MYH2	1.000000	33
29895	MYLPF	1.000000	67
3676	ITGA4	1.000000	58
8506	CNTNAP1	1.000000	216
4099	MAG	1.000000	1103
1290	COL5A2	1.000000	313
6199	RPS6KB2	1.000000	309
7424	VEGFC	1.000000	339
2318	FLNC	1.000000	353
868	CBLB	1.000000	707
25	ABL1	1.000000	515
1284	COL4A2	1.000000	913
9087	TMSB4Y	1.000000	6
7077	TIMP2	1.000000	786
5058	PAK1	1.000000	94
2064	ERBB2	1.000000	882
3912	LAMB1	1.000000	611
3696	ITGB8	1.000000	646
818	CAMK2G	1.000000	1087
10672	GNA13	1.000000	766
4685	NCAM2	1.000000	107
80310	PDGFD	1.000000	116
57502	NLGN4X	1.000000	4
6693	SPN	1.000000	337
6402	SELL	1.000000	36
374	AREG	1.000000	22
