10458	E1
5063	E1
7409	E1
10109	E1
8976	E1
4636	E1
929	E1
9138	E1
88	E1
71	E1
3984	E1
5500	E1
1128	E1
5294	E1
3645	E1
5156	E1
8874	E1
5747	E1
10552	E1
5881	E1
3676	E1
1129	E1
1132	E1
4478	E1
10451	E1
4638	E1
1730	E1
8503	E1
55740	E1
9087	E1
58498	E1
9475	E1
3985	E1
5879	E1
5499	E1
2768	E1
10095	E1
10627	E1
10094	E1
85464	E1
3682	E1
23396	E1
28964	E1
6548	E1
5062	E1
4628	E1
5829	E1
8936	E1
81873	E1
10152	E1
324	E1
6237	E1
3695	E1
57144	E1
87	E1
4660	E1
2149	E1
5305	E1
5290	E1
1133	E1
3678	E1
1399	E1
1398	E1
54776	E1
85477	E1
3693	E1
10298	E1
5962	E1
5291	E1
23191	E1
8396	E1
7454	E1
1073	E1
5880	E1
91807	E1
6093	E1
1729	E1
23533	E1
5295	E1
4627	E1
4342	E1
8395	E1
369	E1
10092	E1
7430	E1
3071	E1
2263	E1
4659	E1
5058	E1
1131	E1
998	E1
8516	E1
3683	E1
3655	E1
1956	E1
89	E1
3694	E1
5217	E1
3685	E1
3674	E1
340156	E1
5605	E1
3679	E1
5594	E1
6654	E1
7074	E1
10163	E1
89846	E1
2909	E1
55970	E1
1793	E1
22808	E1
1072	E1
2245	E1
5296	E1
9459	E1
5293	E1
22800	E1
10788	E1
5894	E1
3691	E1
624	E1
9564	E1
93408	E1
3673	E1
22801	E1
3675	E1
5604	E1
54434	E1
79784	E1
10297	E1
6655	E1
103910	E1
623	E1
3688	E1
79837	E1
54961	E1
2261	E1
5501	E1
3690	E1
3689	E1
10672	E1
128239	E1
375189	E1
7410	E1
50649	E1
3680	E1
26999	E1
10398	E1
387	E1
5595	E1
60	E1
2934	E1
7114	E1
29895	E1
2260	E1
4633	E1
81624	E1
200576	E1
10093	E1
3696	E1
5159	E1
8515	E1
6714	E1
56924	E1
23365	E1
2264	E1
3687	E1
3672	E1
7414	E1
8826	E1
345456	E1
55845	E1
3684	E1
8394	E1
10787	E1
3681	E1
3265	E1
4893	E1
3845	E1
81	E1
85366	E1
673	E1
5216	E1
1803	E1
7040	E1
1435	E1
3611	E1
4323	E1
5728	E1
2185	E1
5921	E1
823	E1
824	E1
857	E1
7094	E1
7408	E1
6840	E1
2017	E1
2191	E1
5337	E1
388	E1
389	E1
390	E1
10097	E1
10096	E1
382	E1
1950	E1
4313	E1
4318	E1
5329	E1
9644	E1
7422	E1
7456	E1
3480	E1
207	E1
3082	E1
7077	E1
2247	E1
5578	E1
4233	E1
6010	E1
3479	E1
396	E1
5335	E1
5770	E1
7431	E1
6774	E1
3109	E1
10686	E1
1000	E1
3115	E1
5788	E1
3106	E1
9369	E1
26047	E1
80380	E1
933	E1
3383	E1
9378	E1
6404	E1
3105	E1
1003	E1
6403	E1
2734	E1
23562	E1
3108	E1
1001	E1
58494	E1
3123	E1
25945	E1
3897	E1
149461	E1
3133	E1
3107	E1
4684	E1
3134	E1
1364	E1
3384	E1
9379	E1
94030	E1
90952	E1
5010	E1
920	E1
923	E1
214	E1
8174	E1
51208	E1
7412	E1
644672	E1
959	E1
4897	E1
4685	E1
22871	E1
999	E1
257194	E1
83700	E1
8506	E1
940	E1
5175	E1
3119	E1
965	E1
3108	E1
1002	E1
5817	E1
3112	E1
4359	E1
3126	E1
9071	E1
942	E1
6900	E1
23114	E1
1366	E1
