10002	E3
10008	E3
100133941	E3
10019	E3
10020	E3
10021	E3
10046	E3
100506658	E3
10060	E3
10083	E3
10117	E3
10133	E3
10142	E3
10157	E3
10166	E3
10195	E3
10210	E3
1028	E3
1029	E3
10312	E3
10397	E3
10436	E3
10456	E3
10466	E3
10483	E3
10491	E3
1050	E3
10516	E3
10535	E3
10555	E3
10558	E3
10559	E3
1056	E3
10564	E3
10568	E3
10577	E3
10585	E3
10594	E3
10644	E3
10661	E3
10683	E3
1075	E3
10801	E3
1080	E3
10804	E3
10806	E3
10878	E3
10908	E3
10913	E3
10939	E3
10984	E3
11005	E3
11078	E3
11136	E3
11155	E3
11178	E3
11200	E3
1121	E3
1123	E3
11236	E3
11277	E3
112817	E3
11284	E3
11285	E3
1130	E3
11315	E3
11322	E3
113278	E3
114327	E3
115650	E3
1161	E3
116519	E3
117531	E3
1180	E3
118	E3
1184	E3
1186	E3
1187	E3
118813	E3
1188	E3
1200	E3
1201	E3
1203	E3
120892	E3
121512	E3
122042	E3
123016	E3
123606	E3
123872	E3
1244	E3
124590	E3
125336	E3
1258	E3
1259	E3
1261	E3
126	E3
127534	E3
1277	E3
1278	E3
1280	E3
1281	E3
128178	E3
1285	E3
1286	E3
128674	E3
1287	E3
128866	E3
1289	E3
1290	E3
1291	E3
1292	E3
1293	E3
1296	E3
129880	E3
1300	E3
1302	E3
130557	E3
1311	E3
1316	E3
1326	E3
132884	E3
133522	E3
1340	E3
134430	E3
1355	E3
1356	E3
135935	E3
136647	E3
1371	E3
1373	E3
137682	E3
137814	E3
138050	E3
1387	E3
1406	E3
1410	E3
144165	E3
145226	E3
145873	E3
146057	E3
146059	E3
146183	E3
146227	E3
1471	E3
147138	E3
1476	E3
147912	E3
148738	E3
149233	E3
1497	E3
149775	E3
149998	E3
152137	E3
1535	E3
153562	E3
1536	E3
1540	E3
1548	E3
154881	E3
155	E3
157570	E3
1577	E3
1593	E3
161497	E3
1629	E3
1639	E3
1643	E3
164656	E3
166336	E3
166379	E3
166785	E3
1674	E3
167691	E3
1687	E3
1690	E3
169026	E3
170691	E3
1729	E3
1730	E3
1736	E3
1738	E3
1747	E3
175	E3
1756	E3
1758	E3
176	E3
1773	E3
178	E3
1785	E3
1798	E3
182	E3
1822	E3
1824	E3
1829	E3
183	E3
1832	E3
1834	E3
1836	E3
185	E3
1889	E3
189	E3
1893	E3
1896	E3
190	E3
1908	E3
1909	E3
1910	E3
191	E3
19	E3
1947	E3
1956	E3
1969	E3
197131	E3
1991	E3
199713	E3
2006	E3
200942	E3
2010	E3
201163	E3
201294	E3
2022	E3
203	E3
2033	E3
2035	E3
204	E3
2052	E3
2055	E3
2064	E3
2068	E3
2070	E3
2071	E3
2072	E3
2073	E3
2074	E3
208	E3
2120	E3
2121	E3
212	E3
2130	E3
2132	E3
2138	E3
2147	E3
215	E3
2153	E3
2158	E3
2160	E3
2161	E3
2162	E3
2165	E3
2175	E3
2176	E3
2184	E3
219736	E3
2200	E3
220074	E3
2203	E3
2213	E3
221421	E3
2218	E3
22	E3
222662	E3
2235	E3
224	E3
2243	E3
2244	E3
2245	E3
2253	E3
2255	E3
2259	E3
2261	E3
2263	E3
2273	E3
22845	E3
22868	E3
2294	E3
2296	E3
2299	E3
22995	E3
2301	E3
23020	E3
2304	E3
23064	E3
23092	E3
23095	E3
23111	E3
2312	E3
2316	E3
23171	E3
2317	E3
2322	E3
23224	E3
23229	E3
23236	E3
2324	E3
23365	E3
23385	E3
23405	E3
23414	E3
23418	E3
23435	E3
23495	E3
23569	E3
23592	E3
23600	E3
23607	E3
23636	E3
23746	E3
2395	E3
241	E3
24	E3
242	E3
246213	E3
249	E3
2492	E3
2516	E3
2517	E3
2521	E3
2538	E3
2542	E3
2548	E3
256471	E3
2566	E3
256764	E3
25793	E3
25794	E3
2581	E3
25814	E3
2582	E3
25836	E3
25839	E3
2584	E3
25861	E3
2588	E3
2592	E3
259236	E3
259266	E3
25939	E3
25974	E3
26058	E3
26121	E3
2617	E3
261734	E3
26191	E3
26227	E3
2623	E3
2624	E3
2626	E3
2627	E3
2628	E3
2629	E3
2632	E3
26353	E3
2642	E3
2645	E3
26503	E3
26511	E3
265	E3
2652	E3
2653	E3
2657	E3
26580	E3
2668	E3
2670	E3
2672	E3
2683	E3
2690	E3
2694	E3
27019	E3
27030	E3
27031	E3
27032	E3
2705	E3
2706	E3
2707	E3
27130	E3
2717	E3
2719	E3
2720	E3
27241	E3
27249	E3
2731	E3
2736	E3
2737	E3
27429	E3
2746	E3
2760	E3
2778	E3
2779	E3
2784	E3
2799	E3
2811	E3
2812	E3
2815	E3
2820	E3
2821	E3
282996	E3
283120	E3
283	E3
284119	E3
285362	E3
285440	E3
286077	E3
286262	E3
28962	E3
291	E3
2916	E3
2934	E3
2956	E3
29760	E3
2978	E3
29851	E3
2990	E3
2992	E3
29929	E3
29954	E3
29968	E3
3000	E3
30061	E3
30062	E3
3026	E3
3033	E3
3039	E3
3040	E3
3043	E3
3052	E3
3064	E3
3073	E3
3074	E3
3075	E3
3078	E3
3081	E3
3117	E3
3119	E3
3141	E3
3145	E3
3159	E3
3161	E3
3172	E3
3242	E3
3248	E3
3251	E3
3257	E3
326625	E3
3315	E3
3329	E3
335	E3
338917	E3
340024	E3
3418	E3
3420	E3
3423	E3
3425	E3
3426	E3
343035	E3
343637	E3
344018	E3
3458	E3
345895	E3
346007	E3
3507	E3
3543	E3
3549	E3
355	E3
3553	E3
3561	E3
356	E3
3569	E3
3586	E3
3587	E3
3588	E3
3614	E3
3630	E3
3640	E3
3643	E3
3651	E3
3659	E3
3662	E3
3663	E3
3664	E3
3667	E3
3674	E3
3679	E3
368	E3
3689	E3
3708	E3
3712	E3
3717	E3
3728	E3
3735	E3
3736	E3
3741	E3
374291	E3
374462	E3
374654	E3
3748	E3
375298	E3
3753	E3
3757	E3
3758	E3
3759	E3
3762	E3
3766	E3
3767	E3
3784	E3
3785	E3
378884	E3
3798	E3
3815	E3
38	E3
383	E3
3845	E3
3848	E3
3851	E3
3853	E3
3854	E3
3858	E3
3860	E3
3868	E3
3872	E3
3887	E3
3889	E3
388939	E3
389207	E3
3892	E3
3908	E3
3920	E3
392255	E3
3930	E3
3931	E3
3955	E3
3981	E3
3990	E3
4000	E3
4016	E3
4023	E3
4026	E3
4041	E3
