#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	UNION	Conflict?	Degree
7040	TGFB1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1041
3676	ITGA4	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	58
5290	PIK3CA	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1435
5894	RAF1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	324
22871	NLGN1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	120
3479	IGF1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	376
5747	PTK2	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1320
2066	ERBB4	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1449
5579	PRKCB	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	134
1301	COL11A1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	128
3912	LAMB1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	611
5595	MAPK3	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	293
26047	CNTNAP2	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	726
3265	HRAS	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1232
207	AKT1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	799
3791	KDR	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	83
5295	PIK3R1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	746
3084	NRG1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	996
7422	VEGFA	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	824
22854	NTNG1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1091
596	BCL2	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	723
4897	NRCAM	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	864
8573	CASK	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	927
5605	MAP2K2	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1051
3105	HLA-A	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	494
54413	NLGN3	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	284
324	APC	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1123
1133	CHRM5	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	272
9378	NRXN1	Positive	0.500000	Positive	0.500000	0.250000	0.500000	NO	1155
