#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?	Degree
1128	CHRM1	Positive	0.860787	Positive	0.844500	0.726935	NO	8
10718	NRG3	Positive	0.844905	Positive	0.856710	0.723839	NO	8
3123	HLA-DRB1	Positive	0.797517	Positive	0.842106	0.671593	NO	92
3115	HLA-DPB1	Positive	0.792059	Positive	0.830061	0.657457	NO	71
3109	HLA-DMB	Positive	0.784419	Positive	0.824527	0.646775	NO	86
3122	HLA-DRA	Positive	0.769208	Positive	0.819702	0.630522	NO	178
3119	HLA-DQB1	Positive	0.764197	Positive	0.814298	0.622285	NO	182
3108	HLA-DMA	Positive	0.772118	Positive	0.803852	0.620669	NO	171
1496	CTNNA2	Positive	0.788402	Positive	0.784357	0.618389	NO	23
3117	HLA-DQA1	Positive	0.760902	Positive	0.812154	0.617969	NO	133
929	CD14	Positive	0.770554	Positive	0.798023	0.614920	NO	126
7122	CLDN5	Positive	0.757052	Positive	0.809344	0.612716	NO	36
22871	NLGN1	Positive	0.769470	Positive	0.775994	0.597104	NO	120
90952	ESAM	Positive	0.757990	Positive	0.775614	0.587908	NO	48
56924	PAK6	Positive	0.758931	Positive	0.773895	0.587333	NO	44
3107	HLA-C	Positive	0.757398	Positive	0.775421	0.587303	NO	530
1803	DPP4	Positive	0.756422	Positive	0.769493	0.582062	NO	33
4627	MYH9	Positive	0.753812	Positive	0.766437	0.577750	NO	390
3105	HLA-A	Positive	0.741384	Positive	0.775314	0.574806	NO	494
5792	PTPRF	Positive	0.745629	Positive	0.763912	0.569595	NO	552
1292	COL6A2	Positive	0.735028	Positive	0.773548	0.568580	NO	1092
4629	MYH11	Positive	0.734764	Positive	0.773297	0.568191	NO	510
2260	FGFR1	Positive	0.740095	Positive	0.767090	0.567719	NO	1659
5649	RELN	Positive	0.750605	Positive	0.756102	0.567534	NO	170
5305	PIP4K2A	Positive	0.730861	Positive	0.764866	0.559010	NO	97
5595	MAPK3	Positive	0.740498	Positive	0.751777	0.556690	NO	293
7422	VEGFA	Positive	0.729456	Positive	0.760387	0.554669	NO	824
26047	CNTNAP2	Positive	0.736281	Positive	0.751083	0.553008	NO	726
1460	CSNK2B	Positive	0.757509	Positive	0.727597	0.551161	NO	926
3984	LIMK1	Positive	0.728964	Positive	0.755714	0.550888	NO	540
1398	CRK	Positive	0.747001	Positive	0.735235	0.549222	NO	330
3084	NRG1	Positive	0.724884	Positive	0.750761	0.544214	NO	996
4684	NCAM1	Positive	0.725947	Positive	0.749631	0.544193	NO	1082
9378	NRXN1	Positive	0.729876	Positive	0.744710	0.543546	NO	1155
7082	TJP1	Positive	0.723498	Positive	0.750638	0.543085	NO	846
1132	CHRM4	Positive	0.719940	Positive	0.753279	0.542316	NO	27
85464	SSH2	Positive	0.731603	Positive	0.731264	0.534995	NO	168
23191	CYFIP1	Positive	0.720911	Positive	0.738666	0.532513	NO	646
5521	PPP2R2B	Positive	0.718493	Positive	0.733913	0.527311	NO	788
324	APC	Positive	0.718114	Positive	0.732376	0.525930	NO	1123
7148	TNXB	Positive	0.715347	Positive	0.734676	0.525549	NO	1371
5155	PDGFB	Positive	0.708979	Positive	0.729868	0.517461	NO	1746
387	RHOA	Positive	0.708055	Positive	0.722973	0.511905	NO	727
5062	PAK2	Positive	0.711601	Positive	0.719229	0.511804	NO	1376
29119	CTNNA3	Positive	0.711139	Positive	0.714790	0.508315	NO	214
4609	MYC	Positive	0.715363	Positive	0.709916	0.507848	NO	555
389125	MUSTN1	Positive	0.948106	Unlabeled	0.523188	0.496037	NO	2
1066	CES1	Unlabeled	0.678568	Unlabeled	0.714154	0.484602	NO	1
57623	ZFAT	Unlabeled	0.671091	Unlabeled	0.706285	0.473982	NO	1
85366	MYLK2	Unlabeled	0.523996	Positive	0.893895	0.468397	NO	4
6770	STAR	Positive	0.985480	Unlabeled	0.472201	0.465344	NO	3
57521	RPTOR	Positive	0.808198	Unlabeled	0.564923	0.456570	NO	8
50651	SLC45A1	Positive	0.916103	Unlabeled	0.497324	0.455600	NO	3
10178	TENM1	Unlabeled	0.660306	Unlabeled	0.683878	0.451569	NO	1
3120	HLA-DQB2	Unlabeled	0.590885	Unlabeled	0.760570	0.449410	NO	3
57502	NLGN4X	Unlabeled	0.442844	Positive	0.917788	0.406437	NO	4
259232	NALCN	Positive	0.905324	Unlabeled	0.440523	0.398816	NO	5
89846	FGD3	Unlabeled	0.434914	Positive	0.897572	0.390367	NO	4
152330	CNTN4	Positive	0.805047	Unlabeled	0.483276	0.389060	NO	18
202333	CMYA5	Positive	0.826413	Unlabeled	0.467362	0.386234	NO	7
100506658	OCLN	Unlabeled	0.428793	Positive	0.884993	0.379478	NO	4
3127	HLA-DRB5	Unlabeled	0.445942	Positive	0.838506	0.373925	NO	93
119391	GSTO2	Positive	0.840494	Unlabeled	0.440962	0.370626	NO	9
2242	FES	Positive	0.857734	Unlabeled	0.422972	0.362798	NO	6
57479	PRR12	Positive	0.865319	Unlabeled	0.415742	0.359750	NO	6
90139	TSPAN18	Positive	0.866657	Unlabeled	0.414723	0.359423	NO	8
8218	CLTCL1	Positive	0.784654	Unlabeled	0.456856	0.358474	NO	10
115677	NOSTRIN	Unlabeled	0.710410	Unlabeled	0.503783	0.357893	NO	2
344148	NCKAP5	Unlabeled	0.492998	Unlabeled	0.723146	0.356509	NO	3
1012	CDH13	Positive	0.766482	Unlabeled	0.464914	0.356348	NO	37
199	AIF1	Positive	0.744401	Unlabeled	0.471429	0.350932	NO	223
11117	EMILIN1	Positive	0.750336	Unlabeled	0.464916	0.348844	NO	113
57689	LRRC4C	Unlabeled	0.387148	Positive	0.886224	0.343100	NO	9
3790	KCNS3	Positive	0.780153	Unlabeled	0.438254	0.341905	NO	28
1116	CHI3L1	Positive	0.751416	Unlabeled	0.454707	0.341674	NO	32
121256	TMEM132D	Positive	0.837642	Unlabeled	0.407198	0.341086	NO	8
286223	C9orf47	Unlabeled	0.567883	Unlabeled	0.600443	0.340982	NO	2
361	AQP4	Positive	0.799648	Unlabeled	0.425002	0.339852	NO	19
91752	ZNF804A	Positive	0.940694	Unlabeled	0.359692	0.338360	NO	4
85477	SCIN	Unlabeled	0.352973	Positive	0.957490	0.337968	NO	2
6401	SELE	Unlabeled	0.389364	Positive	0.865738	0.337087	NO	6
3113	HLA-DPA1	Unlabeled	0.418362	Positive	0.805513	0.336996	NO	203
64098	PARVG	Unlabeled	0.362677	Positive	0.928407	0.336711	NO	10
9508	ADAMTS3	Positive	0.757467	Unlabeled	0.444464	0.336667	NO	113
84166	NLRC5	Positive	0.773632	Unlabeled	0.430595	0.333122	NO	49
3125	HLA-DRB3	Unlabeled	0.405971	Positive	0.816493	0.331473	NO	110
84152	PPP1R1B	Positive	0.851928	Unlabeled	0.388851	0.331273	NO	6
1191	CLU	Positive	0.753424	Unlabeled	0.439114	0.330839	NO	549
100133811	100133811	Unlabeled	0.514742	Unlabeled	0.641848	0.330386	NO	6
9087	TMSB4Y	Unlabeled	0.385385	Positive	0.855427	0.329669	NO	6
25791	NGEF	Positive	0.769506	Unlabeled	0.428028	0.329370	NO	30
10371	SEMA3A	Positive	0.735859	Unlabeled	0.446109	0.328274	NO	173
348980	HCN1	Positive	0.993692	Unlabeled	0.330320	0.328237	NO	1
7052	TGM2	Positive	0.738777	Unlabeled	0.443262	0.327472	NO	420
10410	IFITM3	Positive	0.741609	Unlabeled	0.441523	0.327438	NO	386
3689	ITGB2	Unlabeled	0.395079	Positive	0.825874	0.326286	NO	165
84552	PARD6G	Unlabeled	0.356007	Positive	0.915417	0.325894	NO	15
26051	PPP1R16B	Positive	0.774343	Unlabeled	0.420492	0.325605	NO	35
4038	LRP4	Positive	0.750686	Unlabeled	0.433202	0.325199	NO	184
1958	EGR1	Positive	0.757104	Unlabeled	0.429440	0.325131	NO	317
9892	SNAP91	Positive	0.782906	Unlabeled	0.414559	0.324561	NO	53
83700	JAM3	Unlabeled	0.404340	Positive	0.801333	0.324011	NO	119
1131	CHRM3	Unlabeled	0.405132	Positive	0.798909	0.323663	NO	32
255631	COL24A1	Unlabeled	0.349256	Positive	0.926651	0.323638	NO	3
5743	PTGS2	Positive	0.755308	Unlabeled	0.427719	0.323060	NO	202
3791	KDR	Unlabeled	0.390910	Positive	0.824184	0.322182	NO	83
5063	PAK3	Unlabeled	0.419949	Positive	0.766553	0.321913	NO	114
5579	PRKCB	Unlabeled	0.409758	Positive	0.785531	0.321877	NO	134
3683	ITGAL	Unlabeled	0.378365	Positive	0.849128	0.321280	NO	30
129684	CNTNAP5	Positive	1.000000	Unlabeled	0.321213	0.321213	NO	1
5376	PMP22	Positive	0.748837	Unlabeled	0.427090	0.319821	NO	558
23208	SYT11	Positive	0.747897	Unlabeled	0.426753	0.319167	NO	273
114801	TMEM200A	Positive	0.791251	Unlabeled	0.402722	0.318655	NO	15
3059	HCLS1	Unlabeled	0.391263	Positive	0.812978	0.318088	NO	98
64101	LRRC4	Unlabeled	0.396722	Positive	0.801590	0.318009	NO	13
2823	GPM6A	Positive	0.755702	Unlabeled	0.420544	0.317806	NO	256
5793	PTPRG	Positive	0.746400	Unlabeled	0.424344	0.316730	NO	325
3672	ITGA1	Unlabeled	0.365184	Positive	0.865561	0.316089	NO	11
10324	KLHL41	Unlabeled	0.602311	Unlabeled	0.523958	0.315586	NO	3
2869	GRK5	Positive	0.747235	Unlabeled	0.422217	0.315495	NO	546
29126	CD274	Unlabeled	0.329325	Positive	0.956268	0.314923	NO	2
10398	MYL9	Unlabeled	0.391001	Positive	0.804651	0.314619	NO	279
374	AREG	Unlabeled	0.372777	Positive	0.843776	0.314540	NO	22
7127	TNFAIP2	Positive	0.735899	Unlabeled	0.427353	0.314489	NO	479
3071	NCKAP1L	Unlabeled	0.374545	Positive	0.839463	0.314417	NO	27
3135	HLA-G	Unlabeled	0.401227	Positive	0.783472	0.314350	NO	382
1950	EGF	Unlabeled	0.340787	Positive	0.921769	0.314127	NO	9
56147	PCDHA1	Positive	0.785323	Unlabeled	0.399852	0.314013	NO	55
1003	CDH5	Unlabeled	0.385749	Positive	0.812238	0.313320	NO	61
1601	DAB2	Positive	0.730999	Unlabeled	0.428523	0.313250	NO	624
2824	GPM6B	Positive	0.743110	Unlabeled	0.421306	0.313077	NO	565
6263	RYR3	Positive	0.760936	Unlabeled	0.410206	0.312140	NO	90
5243	ABCB1	Positive	0.756958	Unlabeled	0.410541	0.310762	NO	48
5698	PSMB9	Positive	0.750145	Unlabeled	0.413821	0.310426	NO	446
54993	ZSCAN2	Positive	0.886952	Unlabeled	0.349758	0.310219	NO	4
6892	TAPBP	Positive	0.757750	Unlabeled	0.409272	0.310126	NO	782
3280	HES1	Positive	0.738125	Unlabeled	0.420062	0.310058	NO	147
23166	STAB1	Positive	0.728763	Unlabeled	0.425198	0.309868	NO	447
6696	SPP1	Unlabeled	0.379684	Positive	0.814520	0.309261	NO	38
3134	HLA-F	Unlabeled	0.396707	Positive	0.778626	0.308886	NO	448
7094	TLN1	Unlabeled	0.395737	Positive	0.778909	0.308243	NO	373
9881	TRANK1	Positive	0.762488	Unlabeled	0.404241	0.308229	NO	51
9162	DGKI	Positive	0.788224	Unlabeled	0.390946	0.308153	NO	32
