#EntrezID	Name	DisLabel	DisScore	ProcLabel	ProcScore	Combined	Conflict?
200576	PIKFYVE	Positive	1.000000	Positive	1.000000	1.000000	NO
572	BAD	Positive	1.000000	Positive	1.000000	1.000000	NO
604	BCL6	Positive	1.000000	Unlabeled	1.000000	1.000000	NO
818	CAMK2G	Positive	1.000000	Positive	1.000000	1.000000	NO
1397	CRIP2	Positive	1.000000	Unlabeled	1.000000	1.000000	NO
8646	CHRD	Positive	1.000000	Unlabeled	0.824524	0.824524	NO
6624	FSCN1	Positive	1.000000	Unlabeled	0.691903	0.691903	NO
5878	RAB5C	Positive	1.000000	Unlabeled	0.560203	0.560203	NO
2593	GAMT	Unlabeled	0.709180	Unlabeled	0.723216	0.512890	NO
23705	CADM1	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
23345	SYNE1	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
9477	MED20	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
634	CEACAM1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
10406	WFDC2	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
9627	SNCAIP	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
1008	CDH10	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
7082	TJP1	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
5565	PRKAB2	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
1288	COL4A6	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
10298	PAK4	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
3674	ITGA2B	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	YES
1287	COL4A5	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	YES
3910	LAMA4	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
9644	SH3PXD2A	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
1952	CELSR2	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
6285	S100B	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
55588	MED29	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
253260	RICTOR	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
55816	DOK5	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
55870	ASH1L	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
50807	ASAP1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
5747	PTK2	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
3730	ANOS1	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
5764	PTN	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
10160	FARP1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
2819	GPD1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
348	APOE	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
4300	MLLT3	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
1398	CRK	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
9564	BCAR1	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
1003	CDH5	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
2	A2M	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
3791	KDR	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
2475	MTOR	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
6271	S100A1	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
5792	PTPRF	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
11135	CDC42EP1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
3690	ITGB3	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
54587	MXRA8	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
27185	DISC1	Positive	1.000000	Unlabeled	0.500000	0.500000	NO
2697	GJA1	Unlabeled	0.500000	Unlabeled	1.000000	0.500000	NO
8483	CILP	Unlabeled	1.000000	Unlabeled	0.500000	0.500000	NO
23533	PIK3R5	Unlabeled	0.500000	Positive	1.000000	0.500000	NO
57175	CORO1B	Unlabeled	1.000000	Unlabeled	0.455191	0.455191	NO
79095	C9orf16	Positive	1.000000	Unlabeled	0.455191	0.455191	NO
5610	EIF2AK2	Positive	1.000000	Unlabeled	0.450292	0.450292	NO
8525	DGKZ	Positive	1.000000	Unlabeled	0.448981	0.448981	NO
9991	PTBP3	Positive	1.000000	Unlabeled	0.415474	0.415474	NO
5127	CDK16	Positive	1.000000	Unlabeled	0.410798	0.410798	NO
116	ADCYAP1	Positive	1.000000	Unlabeled	0.384894	0.384894	NO
8826	IQGAP1	Unlabeled	0.380941	Positive	1.000000	0.380941	NO
10488	CREB3	Unlabeled	0.588153	Unlabeled	0.630582	0.370879	NO
80700	UBXN6	Unlabeled	1.000000	Unlabeled	0.367742	0.367742	NO
11152	WDR45	Positive	1.000000	Unlabeled	0.367742	0.367742	NO
5906	RAP1A	Unlabeled	0.365838	Positive	1.000000	0.365838	NO
11316	COPE	Positive	1.000000	Unlabeled	0.360739	0.360739	NO
1314	COPA	Unlabeled	1.000000	Unlabeled	0.360739	0.360739	NO
6944	VPS72	Positive	1.000000	Unlabeled	0.352285	0.352285	NO
1912	PHC2	Unlabeled	0.651715	Unlabeled	0.516153	0.336385	NO
79144	PPDPF	Unlabeled	0.431867	Unlabeled	0.771322	0.333109	NO
998	CDC42	Unlabeled	0.332693	Positive	1.000000	0.332693	NO
7456	WIPF1	Unlabeled	0.332693	Positive	1.000000	0.332693	NO
2268	FGR	Unlabeled	0.332693	Unlabeled	1.000000	0.332693	NO
7454	WAS	Unlabeled	0.332693	Unlabeled	1.000000	0.332693	YES
8522	GAS7	Unlabeled	0.332693	Unlabeled	1.000000	0.332693	NO
6093	ROCK1	Unlabeled	0.325742	Positive	1.000000	0.325742	NO
4154	MBNL1	Positive	1.000000	Unlabeled	0.314837	0.314837	NO
9261	MAPKAPK2	Unlabeled	0.390032	Unlabeled	0.802637	0.313054	NO
4659	PPP1R12A	Unlabeled	0.311315	Positive	1.000000	0.311315	NO
10445	MCRS1	Positive	1.000000	Unlabeled	0.310392	0.310392	NO
1027	CDKN1B	Unlabeled	0.308533	Positive	1.000000	0.308533	NO
2932	GSK3B	Unlabeled	0.307996	Positive	1.000000	0.307996	NO
1399	CRKL	Unlabeled	0.307089	Positive	1.000000	0.307089	NO
8976	WASL	Unlabeled	0.306341	Positive	1.000000	0.306341	NO
222658	KCTD20	Unlabeled	0.305477	Unlabeled	1.000000	0.305477	NO
